Time,RESP,PLETH
462.000000,-0.507960,-0.043892
463.000000,-0.509257,-0.018222
464.000000,-0.422451,-0.109419
465.000000,-0.459246,-0.109479
466.000000,-0.521357,-0.093556
467.000000,-0.338168,-0.178217
468.000000,-0.491855,-0.177844
469.000000,-0.480878,-0.200379
470.000000,-0.374241,-0.250024
471.000000,-0.355343,-0.308292
472.000000,-0.365276,-0.334613
473.000000,-0.315000,-0.374883
474.000000,-0.377700,-0.378131
475.000000,-0.293000,-0.473262
476.000000,-0.379778,-0.476907
477.000000,-0.323410,-0.553663
478.000000,-0.327722,-0.545120
479.000000,-0.237645,-0.582749
480.000000,-0.216646,-0.665064
481.000000,-0.206468,-0.660486
482.000000,-0.232375,-0.745313
483.000000,-0.257824,-0.769001
484.000000,-0.160030,-0.854914
485.000000,-0.199388,-0.826819
486.000000,-0.195252,-0.937513
487.000000,-0.200402,-0.991732
488.000000,-0.179476,-0.930348
489.000000,-0.091078,-1.038411
490.000000,-0.161253,-0.991602
491.000000,-0.109729,-1.024650
492.000000,-0.104094,-1.113511
493.000000,-0.112088,-1.071912
494.000000,-0.129971,-1.152349
495.000000,-0.050977,-1.123224
496.000000,-0.067327,-1.114262
497.000000,-0.095343,-1.118471
498.000000,-0.006634,-1.108787
499.000000,-0.014118,-1.097639
500.000000,0.036676,-1.033955
501.000000,-0.041904,-0.987566
502.000000,0.021561,-0.911790
503.000000,0.124564,-0.955643
504.000000,-0.034286,-0.855772
505.000000,0.025115,-0.801430
506.000000,0.169815,-0.709042
507.000000,0.135920,-0.684654
508.000000,0.102968,-0.639995
509.000000,0.116311,-0.503884
510.000000,0.097386,-0.372453
511.000000,0.157035,-0.345282
512.000000,0.185763,-0.234212
513.000000,0.199523,-0.134421
514.000000,0.116374,-0.055101
515.000000,0.131661,0.016359
516.000000,0.257818,0.152181
517.000000,0.221002,0.224294
518.000000,0.191164,0.344622
519.000000,0.161064,0.395279
520.000000,0.253466,0.469241
521.000000,0.277370,0.631849
522.000000,0.312387,0.708854
523.000000,0.287080,0.737505
524.000000,0.275959,0.841623
525.000000,0.267376,0.852505
526.000000,0.345036,0.954504
527.000000,0.289765,0.994620
528.000000,0.370074,1.031976
529.000000,0.343949,1.073667
530.000000,0.475376,1.073943
531.000000,0.387279,1.144539
532.000000,0.411243,1.165379
533.000000,0.416430,1.181367
534.000000,0.399720,1.174688
535.000000,0.450862,1.101523
536.000000,0.352738,1.142031
537.000000,0.431967,1.159738
538.000000,0.605215,1.128169
539.000000,0.497840,1.102812
540.000000,0.461089,1.070994
541.000000,0.522269,1.005513
542.000000,0.534268,1.010064
543.000000,0.498759,0.974178
544.000000,0.518354,0.918725
545.000000,0.503864,0.885479
546.000000,0.552869,0.855377
547.000000,0.581918,0.874887
548.000000,0.613674,0.792635
549.000000,0.572845,0.735451
550.000000,0.578551,0.685138
551.000000,0.578697,0.661718
552.000000,0.588393,0.579698
553.000000,0.630678,0.511454
554.000000,0.532201,0.480045
555.000000,0.603169,0.419232
556.000000,0.693462,0.420775
557.000000,0.576788,0.383808
558.000000,0.598853,0.397777
559.000000,0.654651,0.315316
560.000000,0.649170,0.310365
561.000000,0.646266,0.213454
562.000000,0.594491,0.236249
563.000000,0.737213,0.143931
564.000000,0.744403,0.097226
565.000000,0.724604,0.166477
566.000000,0.722639,0.081758
567.000000,0.720812,-0.005354
568.000000,0.639773,0.010082
569.000000,0.729123,-0.075102
570.000000,0.661650,-0.018035
571.000000,0.722074,-0.062862
572.000000,0.825184,-0.126833
573.000000,0.751454,-0.136922
574.000000,0.876629,-0.151933
575.000000,0.788206,-0.208449
576.000000,0.760850,-0.204834
577.000000,0.798723,-0.340874
578.000000,0.828529,-0.307909
579.000000,0.892939,-0.350878
580.000000,0.772657,-0.435165
581.000000,0.844360,-0.423249
582.000000,0.925231,-0.495601
583.000000,0.905071,-0.630551
584.000000,0.827502,-0.582246
585.000000,0.882663,-0.592800
586.000000,0.848381,-0.739909
587.000000,0.840740,-0.722867
588.000000,0.761633,-0.759318
589.000000,0.913698,-0.789487
590.000000,0.895901,-0.860914
591.000000,0.929926,-0.872834
592.000000,0.868759,-0.864835
593.000000,0.880360,-0.941402
594.000000,0.932427,-0.966865
595.000000,0.893635,-0.932170
596.000000,0.975817,-0.942413
597.000000,0.939508,-0.973129
598.000000,0.939462,-0.977008
599.000000,0.967105,-0.986803
600.000000,1.001655,-0.860102
601.000000,0.987467,-0.890672
602.000000,0.892628,-0.895481
603.000000,1.030958,-0.819920
604.000000,0.879926,-0.765605
605.000000,1.005051,-0.776141
606.000000,1.051747,-0.718474
607.000000,0.904093,-0.599034
608.000000,1.007142,-0.594145
609.000000,1.071809,-0.556242
610.000000,0.988094,-0.397813
611.000000,0.998539,-0.362693
612.000000,0.957702,-0.225552
613.000000,1.058223,-0.152026
614.000000,0.983375,-0.099063
615.000000,1.081711,0.013752
616.000000,0.999870,0.058795
617.000000,0.982447,0.247217
618.000000,1.014534,0.268054
619.000000,0.915819,0.450302
620.000000,0.989095,0.516727
621.000000,0.928652,0.534787
622.000000,0.947864,0.640884
623.000000,1.048471,0.763539
624.000000,0.911585,0.835137
625.000000,1.032452,0.879340
626.000000,0.997810,0.958990
627.000000,1.032382,1.010882
628.000000,0.975827,1.051858
629.000000,1.039207,1.113200
630.000000,1.000951,1.191055
631.000000,1.015901,1.214558
632.000000,0.994145,1.209758
633.000000,1.018855,1.206336
634.000000,0.969817,1.288495
635.000000,0.997415,1.248794
636.000000,0.975274,1.316913
637.000000,0.863510,1.271727
638.000000,0.992116,1.176557
639.000000,1.004832,1.220033
640.000000,0.920905,1.169109
641.000000,1.023987,1.176317
642.000000,0.995072,1.163966
643.000000,1.046752,1.100745
644.000000,0.924223,1.096054
645.000000,0.954202,0.973747
646.000000,0.924974,0.973588
647.000000,0.914767,0.970555
648.000000,0.929856,0.934004
649.000000,0.918786,0.871580
650.000000,0.956784,0.812182
651.000000,0.981970,0.744285
652.000000,0.953328,0.668700
653.000000,0.937231,0.654069
654.000000,0.883216,0.611056
655.000000,0.960038,0.604904
656.000000,0.900280,0.511090
657.000000,0.979279,0.491605
658.000000,0.864393,0.400491
659.000000,0.901174,0.441522
660.000000,0.901739,0.387584
661.000000,0.847412,0.295101
662.000000,0.838024,0.335801
663.000000,0.931897,0.306194
664.000000,0.889768,0.197366
665.000000,0.892395,0.179636
666.000000,0.851916,0.159026
667.000000,0.821249,0.145171
668.000000,0.885170,0.055273
669.000000,0.745586,0.084602
670.000000,0.878734,0.077864
671.000000,0.840617,0.017769
672.000000,0.830357,-0.017433
673.000000,0.795592,-0.097876
674.000000,0.904302,-0.104561
675.000000,0.873667,-0.113763
676.000000,0.721910,-0.198296
677.000000,0.821267,-0.251457
678.000000,0.713376,-0.311482
679.000000,0.816481,-0.354409
680.000000,0.719176,-0.359114
681.000000,0.710203,-0.438509
682.000000,0.721243,-0.429956
683.000000,0.804002,-0.497107
684.000000,0.727492,-0.565320
685.000000,0.680574,-0.554210
686.000000,0.768052,-0.640461
687.000000,0.690022,-0.634184
688.000000,0.738546,-0.715178
689.000000,0.767910,-0.791943
690.000000,0.768318,-0.820363
691.000000,0.632854,-0.869449
692.000000,0.606347,-0.838191
693.000000,0.692831,-0.922732
694.000000,0.785916,-0.958126
695.000000,0.637420,-1.014544
696.000000,0.591638,-0.982164
697.000000,0.604358,-0.983706
698.000000,0.580928,-1.020829
699.000000,0.574857,-0.999493
700.000000,0.616169,-1.044763
701.000000,0.587170,-0.986150
702.000000,0.606179,-1.009458
703.000000,0.558940,-0.980514
704.000000,0.631297,-0.912576
705.000000,0.507518,-0.819261
706.000000,0.472470,-0.751412
707.000000,0.518751,-0.753172
708.000000,0.531254,-0.705129
709.000000,0.505920,-0.670960
710.000000,0.556420,-0.548084
711.000000,0.386472,-0.492901
712.000000,0.463516,-0.403145
713.000000,0.540570,-0.359796
714.000000,0.443765,-0.217648
715.000000,0.454125,-0.133173
716.000000,0.355565,-0.084690
717.000000,0.364276,0.006582
718.000000,0.329978,0.137833
719.000000,0.422145,0.200448
720.000000,0.305420,0.297709
721.000000,0.368299,0.378860
722.000000,0.319956,0.422721
723.000000,0.255286,0.535415
724.000000,0.389087,0.618626
725.000000,0.361750,0.703687
726.000000,0.264157,0.731445
727.000000,0.186609,0.876137
728.000000,0.320443,0.886416
729.000000,0.203525,0.946320
730.000000,0.217869,0.966167
731.000000,0.198995,1.052686
732.000000,0.162024,1.033699
733.000000,0.172400,1.083251
734.000000,0.172537,1.096563
735.000000,0.294781,1.176554
736.000000,0.257741,1.079702
737.000000,0.120533,1.132607
738.000000,0.097909,1.165416
739.000000,0.162115,1.113199
740.000000,0.086558,1.094460
741.000000,0.070030,1.086262
742.000000,0.160465,1.024629
743.000000,0.208835,1.071222
744.000000,0.013972,0.931651
745.000000,0.068909,0.947247
746.000000,0.098971,0.894769
747.000000,-0.003569,0.819236
748.000000,0.028989,0.855640
749.000000,-0.038393,0.780450
750.000000,0.030452,0.749816
751.000000,-0.050300,0.617017
752.000000,-0.085763,0.573015
753.000000,-0.019622,0.552344
754.000000,-0.026820,0.480976
755.000000,-0.001763,0.448813
756.000000,-0.021528,0.368558
757.000000,-0.043536,0.398581
758.000000,-0.151514,0.295542
759.000000,-0.110554,0.270382
760.000000,-0.111711,0.235408
761.000000,-0.137017,0.265966
762.000000,-0.137374,0.169149
763.000000,-0.129514,0.091443
764.000000,-0.275017,0.081101
765.000000,-0.127343,0.077908
766.000000,-0.173815,0.045621
767.000000,-0.197183,0.046812
768.000000,-0.248162,-0.064207
769.000000,-0.275497,-0.060253
770.000000,-0.305920,-0.056051
771.000000,-0.288182,-0.184862
772.000000,-0.394142,-0.165806
773.000000,-0.192337,-0.207457
774.000000,-0.312655,-0.275145
775.000000,-0.360371,-0.308414
776.000000,-0.364494,-0.353072
777.000000,-0.330167,-0.335576
778.000000,-0.429732,-0.419615
779.000000,-0.394239,-0.464952
780.000000,-0.354463,-0.470795
781.000000,-0.312545,-0.581965
782.000000,-0.361259,-0.558803
783.000000,-0.349200,-0.630461
784.000000,-0.401170,-0.668799
785.000000,-0.376095,-0.708187
786.000000,-0.395925,-0.758627
787.000000,-0.367780,-0.834752
788.000000,-0.447438,-0.834808
789.000000,-0.475423,-0.951437
790.000000,-0.443594,-0.914111
791.000000,-0.468673,-0.999663
792.000000,-0.474435,-1.020098
793.000000,-0.428581,-1.126130
794.000000,-0.554287,-1.093186
795.000000,-0.580807,-1.146696
796.000000,-0.475815,-1.182717
797.000000,-0.584403,-1.165956
798.000000,-0.559176,-1.188181
799.000000,-0.645036,-1.150727
800.000000,-0.566014,-1.177056
801.000000,-0.622008,-1.182993
802.000000,-0.661295,-1.156730
803.000000,-0.577556,-1.164274
804.000000,-0.670438,-1.098007
805.000000,-0.685414,-1.056661
806.000000,-0.674442,-1.027386
807.000000,-0.654041,-0.944864
808.000000,-0.616483,-0.985891
809.000000,-0.612535,-0.930981
810.000000,-0.615040,-0.798191
811.000000,-0.667788,-0.720719
812.000000,-0.675953,-0.670011
813.000000,-0.746625,-0.616646
814.000000,-0.675118,-0.461980
815.000000,-0.710716,-0.407113
816.000000,-0.744640,-0.330944
817.000000,-0.752536,-0.256089
818.000000,-0.751670,-0.138134
819.000000,-0.817635,-0.052446
820.000000,-0.813820,0.055956
821.000000,-0.858137,0.044370
822.000000,-0.710259,0.205157
823.000000,-0.830449,0.306032
824.000000,-0.849431,0.395685
825.000000,-0.817667,0.484831
826.000000,-0.715337,0.592305
827.000000,-0.848608,0.635500
828.000000,-0.931796,0.670152
829.000000,-0.893059,0.814940
830.000000,-0.803662,0.816123
831.000000,-0.920499,0.859409
832.000000,-0.807309,0.854182
833.000000,-0.981519,0.892097
834.000000,-0.931329,0.946085
835.000000,-0.800159,0.977029
836.000000,-0.935702,0.951097
837.000000,-0.884107,0.951170
838.000000,-0.932628,0.973134
839.000000,-0.929725,0.920935
840.000000,-0.864651,0.973994
841.000000,-0.964442,0.928694
842.000000,-0.862299,0.870022
843.000000,-0.947350,0.864587
844.000000,-0.928212,0.842521
845.000000,-0.969909,0.770918
846.000000,-0.907639,0.770074
847.000000,-0.932822,0.757020
848.000000,-0.850356,0.684338
849.000000,-0.932185,0.688204
850.000000,-0.925630,0.640939
851.000000,-0.847413,0.548189
852.000000,-0.991560,0.503106
853.000000,-0.947820,0.446042
854.000000,-0.956315,0.402339
855.000000,-0.953148,0.298828
856.000000,-0.933666,0.313477
857.000000,-0.947311,0.302194
858.000000,-0.925199,0.163819
859.000000,-1.060368,0.205358
860.000000,-0.904554,0.114248
861.000000,-0.931908,0.095951
862.000000,-0.910254,0.125340
863.000000,-1.018074,0.043812
864.000000,-1.032147,-0.007071
865.000000,-0.962319,-0.044922
866.000000,-0.910938,-0.043107
867.000000,-1.003990,-0.141012
868.000000,-1.020555,-0.164647
869.000000,-0.960605,-0.168858
870.000000,-1.027118,-0.149388
871.000000,-0.931186,-0.200847
872.000000,-1.046055,-0.250574
873.000000,-0.999624,-0.279535
874.000000,-1.018200,-0.292946
875.000000,-0.976169,-0.386382
876.000000,-0.996923,-0.342733
877.000000,-1.001719,-0.418094
878.000000,-0.994748,-0.423857
